Titulo,Categoria,Autor,id,Numero_de_Visitas,Votos_Positivos,Votos_Negativos,URL nuevo portal,votos_totales
Aseguramiento en Salud Municipio de Monteria,Salud,Alcaldía de Montería,74350,72,0,0,https://www.datos.gov.co/dataset/vn6m-nm86,
Directorio Alcaldia de Mosquera Cundinamarca 2016,Datos Básicos,Alcaldía de Mosquera,75089,70,1,0,https://www.datos.gov.co/dataset/c83q-vxgx,
Registro de activos de información Alcaldía de Mosquera,Social,Alcaldía de Mosquera,62155,2437,3,25,https://www.datos.gov.co/dataset/ta7n-96rb,
Restaurantes Mosquera,Comercio,Alcaldía de Mosquera,64202,356,0,0,https://www.datos.gov.co/dataset/yhwu-b7s7,
Índice de información clasificada y reservada Alcaldía de Mosquera,Social,Alcaldía de Mosquera,62156,1383,1,5,https://www.datos.gov.co/dataset/esba-g7g6,
Instituciones Educativas Mosquera Cundinamarca,Educación,Alcaldía de Mosquera,74267,45,1,0,https://www.datos.gov.co/dataset/n8m5-6kcw,
Establecimientos de industria y comercio,Económica y Comercial,Alcaldía de Mosquera,51935,5134,0,11,https://www.datos.gov.co/dataset/jp23-f5cc,
Instituciones educativas aprobadas,Educación,Alcaldía de Mosquera,51933,735,1,2,https://www.datos.gov.co/dataset/hmji-i4d6,
REGISTRO ACTIVOS DE INFORMACIÓN 2016 MOSQUERA-CUN.,Datos Administrativos,Alcaldía de Mosquera,74290,198,0,1,https://www.datos.gov.co/dataset/rri6-4g7d,
ÍNDICE INFORM. CLASIFICADA/RESERVADA MOSQUERA-CUN.,Datos Administrativos,Alcaldía de Mosquera,74289,150,0,0,https://www.datos.gov.co/dataset/rarh-gpvv,
nstituciónes educativa del municipio de Motavita,Educación,Alcaldía de Motavita,10263,5,0,0,https://www.datos.gov.co/dataset/fxq8-6zub,
Institución Educativa San Marcos ,Educación,Alcaldía de Muzo,10565,30,0,0,https://www.datos.gov.co/dataset/qer9-zvxd,
Directorio HOTELERO Municipio Neiva - Huila,Económica y Comercial,Alcaldía de Neiva,74728,287,1,0,https://www.datos.gov.co/dataset/43v5-5tsj,
DIRECTORIO INSTITUCIONES EDUCATIVAS MUNICIPIO NEIV,Educación,Alcaldía de Neiva,75005,147,1,1,https://www.datos.gov.co/dataset/62sz-ys9e,
COBERTURA MATRICULAS IE OFICIALES 2016 MUN. NEIVA,Educación,Alcaldía de Neiva,75006,210,0,0,https://www.datos.gov.co/dataset/75st-96rp,
DIRECTORIO DEPENDENCIAS ALCALDIA MUNICIPAL DE NIMA,Datos Administrativos,Alcaldía de Nimaima,63897,81,0,0,https://www.datos.gov.co/dataset/msfc-uf3p,
DIRECTORIO ARTESANOS DEL MUNICIPIO  NOBSA - BOYACA,Económica y Comercial,Alcaldía de Nobsa,10449,50,0,0,https://www.datos.gov.co/dataset/ykqe-itw6,
Hidrantes de Norcasia,Datos Básicos,Alcaldia de Norcasia,74358,51,0,0,https://www.datos.gov.co/dataset/h3aa-5bm8,
Hoteles del Municipio de Norcasia,Económica y Comercial,Alcaldía de Norcasia,64103,26,0,0,https://www.datos.gov.co/dataset/umd8-dgyg,
Restaurantes de Norcasia,Económica y Comercial,Alcaldía de Norcasia,64176,22,0,0,https://www.datos.gov.co/dataset/j7yg-54pe,
Listado Entidades Oficiales de Nuevo Colón,Social,Alcaldía de Nuevo Colon,10334,571,13,0,https://www.datos.gov.co/dataset/dgzg-ybn6,
Información Insitituciones Educativas,Educación,Alcaldía de Ocamonte,213,12,0,0,https://www.datos.gov.co/dataset/t5zn-i9x7,
"Ejecución Consolidada del Presupuesto del Municipio de Ocaña, Norte de Santander",Social,Alcaldía de Ocaña,64528,388,10,1,https://www.datos.gov.co/dataset/q79g-84th,
"Directorio de Areas y Dependiencias de la Alcaldía Municipal de Ocaña, Norte de Santander",Social,Alcaldía de Ocaña,51514,1319,5,0,https://www.datos.gov.co/dataset/2j79-8xsc,
Boletines de Prensa de la Alcaldía Municipal de Ocaña,Social,Alcaldía de Ocaña,51884,1854,5,3,https://www.datos.gov.co/dataset/d8yj-vna4,
Directorio de Juntas de Acción Comunal Rurales del Municipio de Ocaña,Social,Alcaldía de Ocaña,51417,1994,7,2,https://www.datos.gov.co/dataset/ey98-s7es,
Directorio de Juntas de Acción Comunal Urbanas del Municipio de Ocaña.,Social,Alcaldía de Ocaña,51416,2162,15,0,https://www.datos.gov.co/dataset/2qae-78k9,
"Directorio de Instituciones Educativas Oficiales del Municipio de Ocaña, Norte de Santander",Educación,Alcaldía de Ocaña,51488,4821,4,1,https://www.datos.gov.co/dataset/3pxa-s599,
"Directorio de Instituciones Educativas Privadas del Municipio de Ocaña, Norte de Santander",Educación,Alcaldía de Ocaña,51487,3600,1,3,https://www.datos.gov.co/dataset/7e8c-spaz,
Videos Canal Youtube Alcaldía Municipal de Ocaña.,Social,Alcaldía de Ocaña,64531,359,5,3,https://www.datos.gov.co/dataset/x2ga-dmhe,
CONSEJO MPAL DE GESTIÓN DEL RIESGO DE DESASTRES,Datos Básicos,Alcaldía de Ocaña,75388,35,3,0,https://www.datos.gov.co/dataset/pwrf-x4q5,
LISTADO DE CONCEJALES DEL MUNICIPIO DE OCAÑA,Social,Alcaldía de Ocaña,75004,141,17,1,https://www.datos.gov.co/dataset/pvrn-b5x4,
LISTADO DE AREAS ESTRATEGICAS PROTEGIDAS DE OCAÑA,Ambiente,Alcaldía de Ocaña,75020,71,3,0,https://www.datos.gov.co/dataset/qj5f-6kqk,
Instituciones Educativas Oiba - Santander ,Educación,Alcaldía de Oiba,10230,17,0,0,https://www.datos.gov.co/dataset/8mcw-e49w,
Vías del municipio de Oicatá ,Movilidad y Transporte,Alcaldía de Oicatá,10480,164,17,0,https://www.datos.gov.co/dataset/pgah-5ja6,
DENSIDAD DEMOGRÁFICA POR VEREDAS MUNICIPIO OICATÁ,Social,Alcaldía de Oicatá,63970,10,0,0,https://www.datos.gov.co/dataset/32xh-zgwf,
Sitios turísticos patrimoniales de Onzaga,Cultural,Alcaldía de Onzaga,208,67,0,0,https://www.datos.gov.co/dataset/q56s-e7uk,
Institución Educativa San Ignacio  de Loyola ,Cultural,Alcaldía de Otanche,10312,1882,2,5,https://www.datos.gov.co/dataset/yrsn-qgvf,
Entidades oficiales  ,Datos Básicos,Alcaldía de Pachavita,10335,225,6,0,https://www.datos.gov.co/dataset/dcev-vdu5,
Instutuciones educativas del municipio,Educación,Alcaldía de Pacho,64422,7,0,0,https://www.datos.gov.co/dataset/5xm6-ci6r,
Registro industria y comercio,Económica y Comercial,Alcaldía de Pacho,64426,21,0,0,https://www.datos.gov.co/dataset/u6db-84qt,
Rutas de empresa transdipacho ,Movilidad y Transporte,Alcaldía de Pacho,64418,10,0,0,https://www.datos.gov.co/dataset/mfrr-ft7t,
Info adultos mayores en programa Colombia Mayor ,Social,Alcaldía de Paez,182,17,0,0,https://www.datos.gov.co/dataset/iz95-mi2c,
Sitios Turisticos del municipio de Paipa ,Social,Alcaldía de Paipa,10483,5422,14,2,https://www.datos.gov.co/dataset/7745-ve7r,
Presidentes Juntas de Acción Comunal,Social,Alcaldía de Pajarito,64066,11,0,0,https://www.datos.gov.co/dataset/qgp5-gttf,
Sitios Turísticos,Social,Alcaldía de Ricaurte,51476,28,0,0,https://www.datos.gov.co/dataset/3hee-iycq,
Red hidrográfica del Municipio de Pajarito Boyacá ,Geografía,Alcaldía de Pajarito,10475,99,1,1,https://www.datos.gov.co/dataset/ixx9-5pva,
Sitios Turísticos del municipio Palestina Caldas,Social,Alcaldía de Palestina,51482,32,0,0,https://www.datos.gov.co/dataset/n626-xhub,
Directorio de Instituciones Educativas Oficiales del municipio de Palestina Caldas,Social,Alcaldía de Palestina,51483,27,2,0,https://www.datos.gov.co/dataset/a4x8-tcmb,
Instituciones de Salud del municipio de Palestina,Salud,Alcaldía de Palestina,51484,17,1,0,https://www.datos.gov.co/dataset/vjw5-hg3k,
Instituciones Educativas de Palmar de Varela,Educación,Alcaldía de Palmar de Varela,63512,70,1,0,https://www.datos.gov.co/dataset/hui9-i5gs,
Sitios de Interés del municipio de Palmar de Varela,Cultural,Alcaldía de Palmar de Varela,62414,23,2,0,https://www.datos.gov.co/dataset/vpus-b29r,
Instituciones educativas de  Palmas del Socorro,Educación,Alcaldía de Palmas del Socorro,10238,21,0,0,https://www.datos.gov.co/dataset/pt9k-qzh5,
TATB_TipoOrganismo ,Social,corpoica,51378,4,0,0,https://www.datos.gov.co/dataset/vrt3-vxig,
Afiliaciones regimen contributivo Pamplona,Salud,Alcaldía de Pamplona,64030,112,0,0,https://www.datos.gov.co/dataset/9eb2-kibe,
Eventos de Salud Vigencia 2012-2015 Pamplona,Salud,Alcaldía de pamplona,64036,30,0,0,https://www.datos.gov.co/dataset/474z-dkg4,
Prestadores de Servicios Turísticos de Panqueba ,Educación,Alcaldía de Panqueba,10490,8,0,0,https://www.datos.gov.co/dataset/5adm-tudd,
Instituciones educativas del municipio de Paramo ,Educación,Alcaldía de Paramo,209,15,0,0,https://www.datos.gov.co/dataset/tacr-a2ex,
Sitios turisticos del municipio de Paramo ,Cultural,Alcaldía de Paramo,10232,24,0,1,https://www.datos.gov.co/dataset/99dk-ia3c,
Grupos asociativos registrados en la UMATA - Pasto,Agricultura y Desarrollo Rural,Alcaldía de Pasto,63965,115,5,0,https://www.datos.gov.co/dataset/6xc8-uvbf,
Cobertura de vacunacion por biológico de Pasto,Ciencia,Alcaldía de Pasto,20664,4111,8,2,https://www.datos.gov.co/dataset/mxkh-5gka,
Instituciones Educativas del Municipio de Pauna ,Educación,Alcaldía de Pauna,195,32,2,0,https://www.datos.gov.co/dataset/2bbq-3f25,
Sitios turisticos Pauna Boyaca,Datos Básicos,Alcaldía de Pauna,63973,18,0,0,https://www.datos.gov.co/dataset/u6ea-5u8s,
Sitios turísticos de Paya ,Social,Alcaldía de Paya,10478,6,0,0,https://www.datos.gov.co/dataset/kdu4-2he4,
Información hidrográfica del Municipio de Paz de Río,Ambiente,Alcaldía de Paz de Rio,10482,67,0,0,https://www.datos.gov.co/dataset/xrab-v8vq,
Integrantes Juntas de Accion Comunal de Pesca. ,Social,Alcaldía de Pesca,10273,33,0,0,https://www.datos.gov.co/dataset/2hgj-c6s4,
Colegios oficiales del Municipios de Piedecuesta ,Educación,Alcaldía de Piedecuesta,10252,62,0,0,https://www.datos.gov.co/dataset/k6e4-8xpw,
Diuvisión territorial area rural,Vivienda,Alcaldía de Pijao,64075,71,0,0,https://www.datos.gov.co/dataset/pt63-gngv,
Limites geograficos municipio de Pijao,Geografía,Alcaldía de Pijao,63989,6,0,0,https://www.datos.gov.co/dataset/4bb2-h3je,
Principales fuentes hidricas del municipio,Geografía,Alcaldía de Pijao,64073,14,0,0,https://www.datos.gov.co/dataset/hqef-4nfb,
Principales vías del municipio de Pijao,Movilidad y Transporte,Alcaldía de Pijao,63921,23,0,0,https://www.datos.gov.co/dataset/sjsd-7uzu,
Sedes educativas del municipio de Pijao,Educación,Alcaldía de Pijao,63992,6,0,0,https://www.datos.gov.co/dataset/eyvb-mk7d,
Directorio de Instituciones Educativas Oficiales del Departamento de Quindío,Social,Alcaldía de PIJAO,51744,16,0,0,https://www.datos.gov.co/dataset/qa8n-xhys,
Sitios Turísticos,Social,Alcaldía de PIJAO,51743,46,0,0,https://www.datos.gov.co/dataset/325h-fgmn,
Sitios turisticos del municipio de pinchote ,Geografía,Alcaldía de Pinchote,210,130,0,0,https://www.datos.gov.co/dataset/wtuz-dijv,
Sitios de Interés del municipio de Piojó,Cultural,Alcaldía de Piojo,62820,62,22,0,https://www.datos.gov.co/dataset/kh5p-hm5z,
Instituciones Educativas de Piojó,Educación,Alcaldía de Piojo,63521,69,1,2,https://www.datos.gov.co/dataset/w769-uvqj,
Organizaciones democráticas del municipio de Pisba,Social,Alcaldía de Pisba,10477,15,0,0,https://www.datos.gov.co/dataset/37u9-m726,
Sitios de Interés del municipio de Ponedera,Cultural,Alcaldía de Ponedera,62710,59,3,0,https://www.datos.gov.co/dataset/u3c9-y56h,
Índices de mortalidade en el municipio de Popayán,Salud,Alcaldía de Popayan,64255,43,0,0,https://www.datos.gov.co/dataset/4zep-kyke,
Plan Anual de Adquisiciones 2015,Datos Administrativos,Alcaldía de Popayan,63579,83,2,0,https://www.datos.gov.co/dataset/gq2w-75h7,
Plan Anual de Adquisiciones (PAA),Social,Alcaldía de Popayan,51489,29,6,0,https://www.datos.gov.co/dataset/j6yw-gh5d,
plan_operativo_anual_de_inversiones_(POAI),Social,Alcaldía de Popayan,51333,83,10,0,https://www.datos.gov.co/dataset/8vbh-zbp9,
Plan indicativo Alcaldía de Popayan 2012 a 2015,Datos Administrativos,Alcaldía de Popayan,64526,12,0,0,https://www.datos.gov.co/dataset/bmq2-yyaq,
EJECUCION DEL PRESUPUESTO 2014,Finanzas,Alcaldía de Popayan,63578,78,0,0,https://www.datos.gov.co/dataset/me4n-7ytq,
estrato de los barrios del municipio de popayan,Vivienda,Alcaldía de Popayan,63957,112,0,0,https://www.datos.gov.co/dataset/isse-pwvp,
Plan Operativo Anual de Inversiones 2015-POAI 2015,Finanzas,Alcaldía de Popayan ,63764,10,0,0,https://www.datos.gov.co/dataset/ee4j-uhgj,
Directorio Hoteles Pore Casanare,Datos Básicos,Alcaldía de Pore,62472,85,1,0,https://www.datos.gov.co/dataset/8txv-2vmd,
Instituciones educativas de Puente Nacional,Educación,Alcaldía de Puente Nacional,10256,10,0,0,https://www.datos.gov.co/dataset/u4kz-7fbt,
"Centros poblados de puerto Boyacá, Boyacá ",Geografía,Alcaldía de Puerto Boyaca,10300,60,1,1,https://www.datos.gov.co/dataset/89jt-qa7d,
Instituciones educativas de Puerto Boyacá,Educación,Alcaldía de Puerto Boyaca,10308,31,1,0,https://www.datos.gov.co/dataset/ukxk-5nva,
Presidentes Junta de acción Municipio de Puerto Caicedo,Social,Alcaldía de Puerto Caicedo,51799,617,1,0,https://www.datos.gov.co/dataset/hkv6-b934,
Sitios Naturales De Puerto Carreño ,Ambiente,Alcaldía de Puerto Carreno,10560,33,0,0,https://www.datos.gov.co/dataset/emwp-atj6,
Atractivos Turísticos del municipio de Puerto Colombia,Cultural,Alcaldía de Puerto Colombia,51921,170,8,0,https://www.datos.gov.co/dataset/ugu7-dwaq,
Informacion Gral de las entidades y dependencias,Social,Alcaldía de Puerto Concordia,151,15,0,0,https://www.datos.gov.co/dataset/ttn4-yuce,
Presidentes Junta de accion comunal del municipio ,Función Pública,Alcaldía de Puerto Gaitan,150,56,13,0,https://www.datos.gov.co/dataset/gqh4-6dkj,
Directorio de Oficinas y Dependencias ,Social,Alcaldía de Puerto Lleras,153,31,0,0,https://www.datos.gov.co/dataset/t4h4-ndh8,
Rectores de las Instituciones Educativas ,Educación,Alcaldía de Puerto Lopez,155,40,0,0,https://www.datos.gov.co/dataset/c9h4-an9u,
Juntas de Accion Comunal de Puerto Lopez - Meta,Social,Alcaldía de Puerto Lopez - Meta,63901,35,1,0,https://www.datos.gov.co/dataset/d9dy-h5j7,
Listado de Instituciones Educativas en el Municipio de Puerto Parra - Santander,Educación,Alcaldía de Puerto Parra,10498,24,0,0,https://www.datos.gov.co/dataset/bqac-m6rx,
Instituciones Educativas Ofic. de Puerto Rondon,Educación,Alcaldía de Puerto Rondon,10344,15,0,0,https://www.datos.gov.co/dataset/pzhq-y4i2,
Instituciones Educativas de Puerto Wilches ,Educación,Alcaldía de Puerto Wilches,10261,15,0,0,https://www.datos.gov.co/dataset/bqgf-rjuk,
Hoteles Municipio  de Quibdó,Económica y Comercial,Alcaldía de Quibdó,64099,34,2,0,https://www.datos.gov.co/dataset/ahcu-nve9,
Turismo y Cultura en Quimbaya,Cultural,Alcaldía de Quimbaya,63520,46,0,0,https://www.datos.gov.co/dataset/4fsr-mpuy,
Sitios Turisticos y Culturales de Quimbaya.,Cultural,Alcaldía de Quimbaya,63482,59,0,0,https://www.datos.gov.co/dataset/bb8m-8ty2,
Transporte en Quimbaya,Movilidad y Transporte,Alcaldía de Quimbaya,63825,57,0,0,https://www.datos.gov.co/dataset/g36s-atun,
Cultura y Turismo en Quimbaya,Cultural,Alcaldía de Quimbaya,63625,18,0,0,https://www.datos.gov.co/dataset/pv55-cii2,
Escenarios Deportivos Quimbaya,Social,Alcaldía de Quimbaya,63644,67,10,0,https://www.datos.gov.co/dataset/ixpt-cesf,
Establecimientos Educativos Quimbaya,Educación,Alcaldía de Quimbaya,63631,26,4,0,https://www.datos.gov.co/dataset/7cpp-5dnk,
Proyeccion Poblacion Quimbaya,Estadísticas,Alcaldía de Quimbaya ,64273,20,0,0,https://www.datos.gov.co/dataset/5axy-ngaz,
Vacunaciones realizadas por Biologicos Quimbaya,Salud,Alcaldía de quimbaya ,64404,43,1,0,https://www.datos.gov.co/dataset/wuig-esux,
Vias y Transporte ,Movilidad y Transporte,Alcaldía de quimbaya ,64277,236,0,0,https://www.datos.gov.co/dataset/u6hb-94q4,
Equipo de Bomberos Quimbaya ,Trabajo y Empleo,Alcaldía de Quimbaya ,63829,60,0,0,https://www.datos.gov.co/dataset/8wx7-i8yn,
Instituciones Educativas y Directivos del municipio de Quinchía Risaralda,Educación,Alcaldía de Quinchia,62814,1126,18,7,https://www.datos.gov.co/dataset/82it-hqw8,
Directorio de las peluquerías del municipio de Quinchía Risaralda,Económica y Comercial,Alcaldía de Quinchia,62881,252,8,4,https://www.datos.gov.co/dataset/a44w-eg3a,
Directorio Parqueaderos del municipio de Quinchía Risaralda,Movilidad y Transporte,Alcaldía de Quinchia,63047,44,26,0,https://www.datos.gov.co/dataset/t3vq-pk46,
"Portafolio de Servicios ""Nómadas"" Turismo de Aventura  en el municipio de Quinchía Risaralda",Social,Alcaldía de Quinchia,62887,1090,148,3,https://www.datos.gov.co/dataset/rwvw-rjhz,
Microempresas del municipio de Quinchía Risaralda.,Económica y Comercial,Alcaldía de Quinchia,62880,377,29,8,https://www.datos.gov.co/dataset/wr38-hwx2,
Directorio de los restaurantes del municipio de Quinchía Risaralda,Económica y Comercial,Alcaldía de Quinchia,62883,1685,1,8,https://www.datos.gov.co/dataset/4swx-huy9,
Directorio Almacenes de Ropa y Calzado Quinchía,Económica y Comercial,Alcaldía de Quinchia,64166,12,0,0,https://www.datos.gov.co/dataset/82cy-6fnk,
Directorio Cafes Internet Municipio de Quinchía,Económica y Comercial,Alcaldía de Quinchia,64147,81,47,0,https://www.datos.gov.co/dataset/d4nx-zyvb,
Directorio Centros Odontológicos del municipio de Quinchía Risaralda,Social,Alcaldía de Quinchia,62872,134,31,2,https://www.datos.gov.co/dataset/nqs9-w8zm,
Directorio de Heladerías y Cafeterías del municipio de Quinchía Risaralda,Económica y Comercial,Alcaldía de Quinchia,62879,428,44,2,https://www.datos.gov.co/dataset/umur-m2pd,
Directorio de hoteles del municipio de Quinchía Risaralda,Económica y Comercial,Alcaldía de Quinchia,62871,644,51,2,https://www.datos.gov.co/dataset/e72e-yfyy,
Directorio de Librerías del municipio de Quinchía Risaralda,Cultural,Alcaldía de Quinchia,63045,74,68,0,https://www.datos.gov.co/dataset/h9kd-9ust,
Directorio Empresas de transporte del municipio de Quinchía Risaralda,Movilidad y Transporte,Alcaldía de Quinchia,62873,611,10,7,https://www.datos.gov.co/dataset/yque-7wv2,
"Directorio Discotecas, bares y cantinas del municipio de Quinchía Risaralda",Social,Alcaldía de Quinchia,62874,966,0,10,https://www.datos.gov.co/dataset/susd-dxfu,
Directorio Farmacias del municipio de Quinchía Risaralda,Económica y Comercial,Alcaldía de Quinchia,63046,2,0,0,https://www.datos.gov.co/dataset/rdcb-n9vt,
Directorio Funerarias del municipio de Quinchía Risaralda,Económica y Comercial,Alcaldía de Quinchia,63048,6,0,0,https://www.datos.gov.co/dataset/srn6-jnax,
Directorio Almacenes de Productos Agrícolas del municipio de Quinchía Risaralda,Agricultura y Desarrollo Rural,Alcaldía de Quinchia,63044,156,83,0,https://www.datos.gov.co/dataset/dc6z-xhte,
Directorio Principales Evanisterías del municipio de Quinchía Risaralda,Económica y Comercial,Alcaldía de Quinchia,63043,9,0,1,https://www.datos.gov.co/dataset/t5t9-m7xy,
Talleres de Mecánica y Vulcalnizadoras Quinchía ,Industria,Alcaldía de Quinchia,64156,120,0,0,https://www.datos.gov.co/dataset/wnkp-uy6w,
Directorio Ferreterías y Depósitos de Metal del municipio de Quinchía Risaralda,Económica y Comercial,Alcaldía de Quinchia,63049,4,0,0,https://www.datos.gov.co/dataset/nvhm-3hj6,
Info adultos mayores en programa Colombia Mayor,Social,Alcaldía de Ramiriqui,183,22,0,0,https://www.datos.gov.co/dataset/2ugi-u2fb,
Datos Básicos Instituciones Educativas,Educación,Alcaldía de Raquira,216,88,0,1,https://www.datos.gov.co/dataset/pqf8-cxw2,
LISTADO DATOS ADULTO MAYOR ,Social,Alcaldía de Recetor Casanare,51586,16,0,0,https://www.datos.gov.co/dataset/smut-qw4n,
PRESIDENTES JUNTAS DE ACCION COMUNAL ,Social,Alcaldía de Recetor Casanare,51585,14,0,0,https://www.datos.gov.co/dataset/v5hi-yndp,
COLEGIOS DEL MUNICIPIO DE RECETOR ,Social,Alcaldía de Recetor Casanare,51512,52,1,0,https://www.datos.gov.co/dataset/xejj-jhjw,
Directorio de la Alcaldia de Riofrío Valle de 2014,Datos Administrativos,Alcaldía de riofrio,51327,69,0,0,https://www.datos.gov.co/dataset/pz9k-ncxk,
Instituciones educativas del Municipio de Riofrío,Educación,Alcaldía de riofrio,51321,47,2,0,https://www.datos.gov.co/dataset/2f3t-k22f,
Directorio de Agencias turisticas del Municipio de,Social,Alcaldía de Riohacha,62318,55,0,0,https://www.datos.gov.co/dataset/ru4j-zm6k,
Directorio de Restaurantes del Municipio de Riohacha,Social,Alcaldía de Riohacha,62316,24,0,0,https://www.datos.gov.co/dataset/3zgd-vkra,
Directorio de Instituciones Educativas Oficiales del Municipio de Riohacha,Educación,Alcaldía de Riohacha,51920,75,1,0,https://www.datos.gov.co/dataset/mgmi-95xv,
Directorio de Hoteles  del Municipio de Riohacha,Social,Alcaldía de Riohacha,62317,153,0,0,https://www.datos.gov.co/dataset/fxy2-4uha,
"Lugares de esparcimiento en Rionegro, Santander ",Económica y Comercial,Alcaldía de Rionegro,10301,22,1,0,https://www.datos.gov.co/dataset/in4a-8ve9,
Instituciones educativas del municipio de Rionegro,Económica y Comercial,Alcaldía de Rionegro,10307,41,1,0,https://www.datos.gov.co/dataset/3qyq-wpv8,
Directorio de los Sitios Turisticos del Municipio de Riosucio donde se incluyen Hoteles y Restaurantes,Económica y Comercial,Alcaldía de Riosucio,51869,45,0,0,https://www.datos.gov.co/dataset/9iua-94wi,
Directorio de Instituciones Educativas y Centros Educativos Oficiales del Municipio de Riosucio,Social,Alcaldía de Riosucio,51867,37,0,0,https://www.datos.gov.co/dataset/csvi-wmpn,
Directorio de las IPS que prestan su servicio en el Muncipio de Riosucio,Social,Alcaldía de Riosucio,51868,12,0,0,https://www.datos.gov.co/dataset/fhpd-wa2x,
Directorio de las Instituciones de Salud del Municipio de Riosucio,Salud,Alcaldía de Riosucio,51866,20,1,0,https://www.datos.gov.co/dataset/t68c-vtrf,
LISTADO DE ASOCIACIONES MUNICIPIO DE RIOVIEJO,Datos Básicos,Alcaldía de Rioviejo Bolívar,74992,52,1,0,https://www.datos.gov.co/dataset/5v8m-efti,
BASE DE DATOS INSTITUCIONES EDUCATIVAS RIOVIEJO,Educación,Alcaldía de Rioviejo Bolívar,64085,114,0,0,https://www.datos.gov.co/dataset/2fq2-h88w,
capacidadesehospitalrda,Salud,Alcaldía de Risaralda,51468,150,0,0,https://www.datos.gov.co/dataset/3fnf-a9p3,
direccionnucleoseducacionrda,Educación,Alcaldía de Risaralda,51464,70,1,0,https://www.datos.gov.co/dataset/bxia-5fkv,
Directorio de Instituciones de Salud del Municipio de Risaralda,Salud,Alcaldía de Risaralda,51750,63,3,0,https://www.datos.gov.co/dataset/inc8-nesi,
Directorio de Sitios Turísticos del Municipio de Risaralda,Cultural,Alcaldía de Risaralda,51749,66,0,0,https://www.datos.gov.co/dataset/7jp8-rwr9,
Directorio de Instituciones Educativas Oficiales del Municipio de Risaralda,Social,Alcaldía de Risaralda,51462,37,0,0,https://www.datos.gov.co/dataset/jexw-t9yq,
estabeducativosnoficialesrda,Social,Alcaldía de Risaralda,51466,33,1,0,https://www.datos.gov.co/dataset/4p6n-az7z,
estabeducativosnoficialesrda,Social,Alcaldía de Risaralda,51467,20,1,0,https://www.datos.gov.co/dataset/qnhy-zizv,
sedeesehospitalrda,Salud,Alcaldía de Risaralda,51469,71,1,0,https://www.datos.gov.co/dataset/bvpy-6cm7,
turismorda,Social,Alcaldía de Risaralda,51465,79,0,0,https://www.datos.gov.co/dataset/pmft-z99j,
Hoteles,Comercio,Alcaldia de Ronces Valles Tolima,75033,67,1,0,https://www.datos.gov.co/dataset/fajz-jtxi,
Restaurantes Roncesvalles Tolima,Comercio,Alcaldia de Ronces Valles Tolima,75036,36,0,0,https://www.datos.gov.co/dataset/f4m9-bzfs,
Info adultos mayores en el programa Colombia Mayor,Social,Alcaldía de Rondon,180,31,0,0,https://www.datos.gov.co/dataset/44yu-8wsr,
Instituciones Educativas publicas Rovira Tolima,Datos Básicos,Alcaldia de Rovira,74793,44,3,0,https://www.datos.gov.co/dataset/3m8k-zsnm,
Cuencas hidricas Sabana de Torres - Santander,Ambiente,Alcaldía de Sabana de Torres,212,156,5,0,https://www.datos.gov.co/dataset/vzrz-whr3,
Instituciones educativas de Sabana de Torres,Educación,Alcaldía de Sabana de Torres,10304,13,1,0,https://www.datos.gov.co/dataset/2ag9-uagd,
Directorio de Instituciones Educativas del municipio de Sabanagrande,Educación,Alcaldía de Sabanagrande,62784,2723,6,8,https://www.datos.gov.co/dataset/uta6-wfzd,
EtapasCiclo,Geografía,corpoica,30847,79,0,5,https://www.datos.gov.co/dataset/5e7b-p65n,
Listado_Juntas_Acciones_Comunales_Sgrande,Social,Alcaldía de Sabanagrande,64018,12,0,0,https://www.datos.gov.co/dataset/bj32-xdwf,
Prestadores de Salud de Sabanalarga,Salud,Alcaldía de Sabanalarga,63405,40,1,0,https://www.datos.gov.co/dataset/2bhr-xfg6,
Directorio de Instituciones Educativas Sabanalarga,Social,Alcaldía de Sabanalarga,63233,79,14,0,https://www.datos.gov.co/dataset/dkwc-btzn,
Cobertura educativa 2015 Sabanalarga Casanare,Educación,Alcaldía de Sabanalarga,64003,108,0,0,https://www.datos.gov.co/dataset/jwsp-exue,
"Población por Anualidad, etapas y sexo en el 2014",Social,Alcaldía de Sabaneta,51358,774,12,9,https://www.datos.gov.co/dataset/bedw-saza,
Instituciones Educativas del municipio de Saboyá,Educación,Alcaldía de Saboya,10283,143,1,1,https://www.datos.gov.co/dataset/j9wd-bqa5,
Datos basicos Inst. Educativas - Sachica,Educación,Alcaldía de Sachica,10455,47,0,0,https://www.datos.gov.co/dataset/q73a-pkin,
INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE SALAMINA,Educación,Alcaldía DE SALAMINA,64104,21,0,0,https://www.datos.gov.co/dataset/hgx3-m6bx,
LISTADO INSTITUCIONES EDUCATIVAS SALENTO,Educación,Alcaldía DE SALENTO,64168,20,1,0,https://www.datos.gov.co/dataset/ce3u-u7v9,
Inventario Hotelero Rural Salento Quindio,Comercio,Alcaldía DE SALENTO,64173,23,0,0,https://www.datos.gov.co/dataset/9kcp-b33u,
Listado de Hoteles Zona Urbana,Comercio,Alcaldía DE SALENTO,64180,51,0,0,https://www.datos.gov.co/dataset/ykyi-v5p6,
Entidades oficiales de Samacá ,Social,Alcaldía de Samaca,10339,12,0,0,https://www.datos.gov.co/dataset/7d7e-9e35,
