Titulo,Categoria,Autor,id,Numero_de_Visitas,Votos_Positivos,Votos_Negativos,URL nuevo portal,votos_totales
Instituciones Educativas,Educación,Alcaldía de Buenavista,63503,79,11,1,https://www.datos.gov.co/dataset/9tfn-zvk8,
Sitios Turísticos,Social,Alcaldía de Buenavista,62406,26,0,0,https://www.datos.gov.co/dataset/wheb-axi3,
Directorio de Centros e Instituciones Educativas Oficiales del Municipio de Buenos Aires Cauca,Educación,Alcaldía de BuenosAires Cauca,51645,1606,1,21,https://www.datos.gov.co/dataset/vck4-z6s2,
TERRITORIOS DEL MUNICIPIO,Geografía,Alcaldía de Bugalagrande,64538,43,1,0,https://www.datos.gov.co/dataset/skpr-ccdh,
Registro Usuarios de Asistencia Técnica Busbanza,Agricultura y Desarrollo Rural,Alcaldía de Busbanza,10443,26,1,0,https://www.datos.gov.co/dataset/e2it-6w34,
CENSO DE CONTRIBUYENTES DE INDUSTRIA Y COMERCIO ,Económica y Comercial,Alcaldía de Cabrera,10431,139,0,0,https://www.datos.gov.co/dataset/bm77-ebk3,
Datos socieconómicos de los jóvenes del municipio ,Social,Alcaldía de Cabuyaro,149,304,0,0,https://www.datos.gov.co/dataset/cm8s-ajah,
Instituciones Educativas Calarca 2015,Educación,Alcaldía de Calarca,63493,127,5,0,https://www.datos.gov.co/dataset/veyx-76ej,
DISTANCIAS Y CATEGORIA DE LAS VÍAS,Movilidad y Transporte,Alcaldía de Calarca,64522,54,0,0,https://www.datos.gov.co/dataset/33vx-mi2t,
Organismos de salud municipio de calarca quindio,Salud,Alcaldía de Calarca,64504,69,9,0,https://www.datos.gov.co/dataset/urxp-xm9e,
Instituciones Educativas de Caldas - Boyacá,Educación,Alcaldía de Caldas,10294,34,0,0,https://www.datos.gov.co/dataset/qtrg-mfv7,
Guía de Hoteles de Cali,Económica y Comercial,Alcaldía de Cali,64044,94,0,0,https://www.datos.gov.co/dataset/9pr9-hh2x,
"Datos Abiertos de Barrios, Corregimientos y Veredas en el Municipio de Santiago de Cali",Geografía,Alcaldía de Cali,62207,528,2,4,https://www.datos.gov.co/dataset/j3vt-e2s3,
Datos Abiertos de Equipamientos de Estaciones de Bomberos en el Municipio de Santiago de Cali,Social,Alcaldía de Cali,62208,98,0,0,https://www.datos.gov.co/dataset/m6j6-2h73,
"Datos Abiertos de Equipamientos de Cementerios, Camposantos y Parques Cementerios en el Municipio de Santiago de Cali",Salud,Alcaldía de Cali,62210,101,0,0,https://www.datos.gov.co/dataset/nud6-zgaf,
Datos Abiertos de Equipamientos de Salud en el Municipio de Santiago de Cali,Salud,Alcaldía de Cali,62209,2453,1,5,https://www.datos.gov.co/dataset/yhqu-ff9a,
Centros de Atención Local Integrados,Función Pública,Alcaldía de Cali,74998,109,3,0,https://www.datos.gov.co/dataset/rdp2-27mj,
Permisos de Publicidad Móvil,Ambiente,Alcaldía de Cali,64354,54,0,0,https://www.datos.gov.co/dataset/5idr-sgra,
Registro único de vallas ,Económica y Comercial,Alcaldía de Cali,20739,2265,2,0,https://www.datos.gov.co/dataset/he4b-6d68,
Listado de Vallas en Santiago de Cali,Ambiente,Alcaldía de Cali,64357,180,6,0,https://www.datos.gov.co/dataset/r3cn-mrfn,
Rutas MIO,Movilidad y Transporte,Alcaldía de Cali,64043,154,0,0,https://www.datos.gov.co/dataset/hsae-ej7y,
Sitios turísticos y lugares emblemáticos,Cultural,Alcaldía de California,201,59,1,0,https://www.datos.gov.co/dataset/bmt4-gxcm,
Directorio Juntas de Accion Comunal,Social,Alcaldía de Calima el Darien,51369,20,0,0,https://www.datos.gov.co/dataset/g8gt-57tq,
Información general de los recursos naturales,Cultural,Alcaldía de Campohermoso,168,25,0,0,https://www.datos.gov.co/dataset/vb83-p8ru,
INSTITUCIONES EDUCATIVAS  DE CAPITANEJO,Educación,Alcaldía de Capitanejo,10322,5,0,0,https://www.datos.gov.co/dataset/7tkp-rgw9,
INSTITUCIONES EDUCATIVAS DE CARCASÍ,Educación,Alcaldía de Carcasi,10323,10,0,0,https://www.datos.gov.co/dataset/77sm-7x3i,
Comité  consultivo,Social,Alcaldía de Cartagena,51668,150,0,3,https://www.datos.gov.co/dataset/sib8-eycs,
acompañamiento a la comunidad,Social,Alcaldía de Cartagena,51667,220,0,1,https://www.datos.gov.co/dataset/aky7-3nui,
Reporte de medicina legal,Salud,Alcaldía de Cartagena,51669,197,0,2,https://www.datos.gov.co/dataset/9d7c-vtn4,
Directorio de Instituciones Educativas Oficiales d,Educación,Alcaldía de Cartagena,51457,86,0,0,https://www.datos.gov.co/dataset/jtea-djz9,
Sitios turísticos de Castilla la Nueva ,Comercio,Alcaldía de Castilla la Nueva,142,200,15,0,https://www.datos.gov.co/dataset/yped-qyx3,
INSTITUCIONES EDUCATIVAS CASTILLA,Educación,Alcaldía de Castilla la Nueva,63711,86,0,0,https://www.datos.gov.co/dataset/kb5t-2xvv,
Listado de hoteles y restaurantes - Cepita,Económica y Comercial,Alcaldía de Cepita,199,19,0,0,https://www.datos.gov.co/dataset/caxx-paz8,
ESTABLECIMIENTOS ESPECIALES DEL MUNICIPIO CERINZA,Económica y Comercial,Alcaldía de Cerinza,10447,8,0,0,https://www.datos.gov.co/dataset/2bt3-849u,
INSTITUCIONES EDUCATIVAS DE CERRITO ,Educación,Alcaldía de Cerrito,10325,16,1,0,https://www.datos.gov.co/dataset/gmdv-gkvb,
Gabinete Alcaldía Municipal de Cértegui,Función Pública,Alcaldía de Certegui,51919,34,0,0,https://www.datos.gov.co/dataset/vzv8-vs39,
asiciaciones municipio de chameza,Social,Alcaldía de Chameza,62066,402,38,6,https://www.datos.gov.co/dataset/ensb-84p6,
"LISTADO VEREDAS, CORREGIMIENTOS Y PRESIDENTES JAC",Social,Alcaldia de Chaparral,64002,22,3,0,https://www.datos.gov.co/dataset/fyye-p8vk,
Lista de barrios de Chaparral,Social,Alcaldia de Chaparral,63925,26,1,0,https://www.datos.gov.co/dataset/wynp-s6w3,
ESTABLECIMIENTOS COMERCIALES DE CHAPARRAL,Comercio,Alcaldia de Chaparral,64006,47,4,0,https://www.datos.gov.co/dataset/3yth-ja7w,
Listado hog. comunitarias del municipio de Charalá,Social,Alcaldía de Charala,202,13,1,0,https://www.datos.gov.co/dataset/ycyz-g2p2,
Posadas y hospedajes en el municipio de Charta ,Económica y Comercial,Alcaldía de Charta,10224,12,0,0,https://www.datos.gov.co/dataset/t3ub-j8wn,
Sitios Turisticos del municipio de Chima ,Cultural,Alcaldía de Chima,10274,26,0,0,https://www.datos.gov.co/dataset/kada-7q3u,
Instituciones Educativas  de Chinavita,Educación,Alcaldía de Chinavita,10265,16,0,0,https://www.datos.gov.co/dataset/m23e-ktx3,
Comunas del Municipio de Tulua,Geografía,Alcaldía de Tulua,62789,82,7,0,https://www.datos.gov.co/dataset/hgjm-giqr,
"Directorio de Instituciones Educativas Oficiales del Departamento de Caldas, Municipio de Chinchiná",Social,Alcaldía de Chinchina,51862,42,1,0,https://www.datos.gov.co/dataset/77gc-ra5v,
Instituciones educativas del municipio de chipata ,Educación,Alcaldía de Chipata,10288,13,2,0,https://www.datos.gov.co/dataset/7rpx-u58q,
iglesias del municipio de Chiquinquirá - Boyacá ,Cultural,Alcaldía de Chiquinquira,10296,3048,3,3,https://www.datos.gov.co/dataset/tg2g-trkg,
Acueductos Veredales Chíquiza ,Social,Alcaldía de Chiquiza,10462,49,0,0,https://www.datos.gov.co/dataset/m8cr-nt44,
Producción agricola Municipio de Chiscas ,Agricultura y Desarrollo Rural,Alcaldía de Chiscas,10460,36,3,0,https://www.datos.gov.co/dataset/b8ja-7mwz,
BASE DE DATOS INSTITUCIONES EDUCATIVAS ,Educación,Alcaldía de Chita,186,731,1,0,https://www.datos.gov.co/dataset/q86v-dhc9,
institución educativa del municipio de Chitaraque,Educación,Alcaldía de Chitaraque,207,52,0,0,https://www.datos.gov.co/dataset/93pr-h3mz,
Diagnóstico financiero de los ingresos y egresos,Legislación,Alcaldía de Chivata,10459,53,1,0,https://www.datos.gov.co/dataset/mqes-vj6a,
Instituciónes Educativas municipio de Chivor ,Educación,Alcaldía de Chivor,10264,15,0,0,https://www.datos.gov.co/dataset/im3d-hxjb,
Organizaciones democráticas del mun. de Ciénega,Social,Alcaldía de Cienega,10461,73,1,1,https://www.datos.gov.co/dataset/k4m8-xf6s,
Matriculados por institución ed. de Cimitarra,Educación,Alcaldía de Cimitarra,10291,19,0,0,https://www.datos.gov.co/dataset/r4yi-5pyc,
Matriculados por grado  de Cimitarra,Educación,Alcaldía de Cimitarra,10289,13,2,0,https://www.datos.gov.co/dataset/5kfh-ng5w,
Directorio de Instituciones Educativas Oficiales del Departamento de Quindio,Social,Alcaldía de Circasia,51742,67,0,0,https://www.datos.gov.co/dataset/jrb4-42qb,
Tarifas Vigentes de Transporte Público Individual del Municipio de Circasia,Movilidad y Transporte,Alcaldía de Circasia,51741,23,0,0,https://www.datos.gov.co/dataset/t55v-gndt,
Alcaldia_de_Ciudad_Bolivar,Económica y Comercial,Alcaldía de Ciudad Bolivar,63958,76,0,0,https://www.datos.gov.co/dataset/3,
FUNCIONARIOS COLON GENOVA 2014,Datos Básicos,Alcaldía de Colon Genova,62780,4,0,0,https://www.datos.gov.co/dataset/4h3p-k4ey,
DIRECTORIO JUNTAS DE ACCION COMUNAL COLON GENOVA,Datos Básicos,Alcaldía de Colon Genova,62890,34,3,0,https://www.datos.gov.co/dataset/bgae-72a6,
INSTITUCIONES EDUCATIVAS COLON GENOVA 2015,Educación,Alcaldía de Colon Genova,62889,73,15,1,https://www.datos.gov.co/dataset/wzrn-46zv,
DATOS INSTITUCIONES Y CENTROS EDUCATIVOS COLON GEN,Educación,Alcaldía de Colon Genova,62779,108,0,0,https://www.datos.gov.co/dataset/xvkv-pds5,
DATOS FUNCIONARIOS ALCALDIA COLON 2014,Datos Básicos,Alcaldía de Colon Genova,62781,59,0,0,https://www.datos.gov.co/dataset/a82b-ibcu,
DATOS FUNCIONARIOS ALCALDIA COLON GENOVA 2014,Datos Básicos,Alcaldía de Colon Genova,62783,37,5,0,https://www.datos.gov.co/dataset/sc8j-6hiu,
DATOS DE CONTACTO DE ESTABLECIMIENTOS COMERCIALES,Económica y Comercial,Alcaldía de Combita,172,336,2,1,https://www.datos.gov.co/dataset/n4uc-mwsq,
INSTITUCIONES EDUCATIVAS DE CONCEPCIÓN,Educación,Alcaldía de Concepcion,10326,18,0,0,https://www.datos.gov.co/dataset/xrxg-78ga,
Distribución de la actividad económica - Confines,Agricultura y Desarrollo Rural,Alcaldía de Confines,211,46,0,0,https://www.datos.gov.co/dataset/mwhd-ehin,
Información general de las instituciones educativas del municipio de Contratación,Educación,Alcaldía de Contratación,10502,19,0,0,https://www.datos.gov.co/dataset/kr92-gv72,
Accidentalidad en Copacabana en Octubre de 2015,Movilidad y Transporte,Alcaldía de Copacabana,64012,171,0,0,https://www.datos.gov.co/dataset/qqji-dpan,
juntas_acccion_comunal_copacabana,Social,Alcaldía de Copacabana,64009,12,0,0,https://www.datos.gov.co/dataset/vewr-xvas,
Infracciones Octubre 2015,Movilidad y Transporte,Alcaldía de Copacabana,63851,16,0,0,https://www.datos.gov.co/dataset/gsdf-qgfg,
infracciones Octubre de 2015,Movilidad y Transporte,Alcaldía de Copacabana,63854,51,0,0,https://www.datos.gov.co/dataset/6j7p-zcnn,
Infracciones de transito Octubre 2015,Movilidad y Transporte,Alcaldía de Copacabana,63853,14,0,0,https://www.datos.gov.co/dataset/tzq3-epnj,
Tarifas Hacienda Municipio de Copacabana,Finanzas,Alcaldía de Copacabana,64011,35,0,0,https://www.datos.gov.co/dataset/xtpv-cjtt,
Instituciones Educativas del Municipio de Coper ,Educación,Alcaldía de Coper,193,10,1,0,https://www.datos.gov.co/dataset/sg6k-sdms,
Sitios turísticos del municipio de Coromoro,Cultural,Alcaldía de Coromoro,223,26,2,0,https://www.datos.gov.co/dataset/xc8g-ftzy,
Sitios de interes del municipio de Corrales,Social,Alcaldía de Corrales,10250,194,0,0,https://www.datos.gov.co/dataset/358m-qzrj,
Directorio de Instituciones Educativas Oficiales del Municipio de Cotorra,Educación,Alcaldía de Cotorra,63019,1615,9,3,https://www.datos.gov.co/dataset/fjbk-tct5,
Presidentes Juntas De Acción Comunal de Covarachia,Social,Alcaldía de Covarachia,10432,26,0,0,https://www.datos.gov.co/dataset/xgfy-du58,
Datos Rectores Instituciones Educativas,Educación,Alcaldía de Coyaima,64280,30,0,0,https://www.datos.gov.co/dataset/bvb6-tcdn,
Instituciones Educativas Oficiales de Cravo Norte,Educación,Alcaldía de Cravo Norte,10313,33,0,0,https://www.datos.gov.co/dataset/yanu-u9c5,
Población Desplazada de Cubará por Grupo Etario ,Social,Alcaldía de Cubara,10249,15,1,0,https://www.datos.gov.co/dataset/bxxr-q2gz,
Base de datos de agentes comunitarios en salud. ,Salud,Alcaldía de Cubarral,140,140,0,0,https://www.datos.gov.co/dataset/462w-2bmf,
Datos básicos Instituciones Educativas de cucaita,Educación,Alcaldía de Cucaita,10327,46,78,0,https://www.datos.gov.co/dataset/hvij-tmmc,
Deudores comparendos sin prescripcion Cúcuta,Movilidad y Transporte,Alcaldía de Cúcuta,64040,67,0,0,https://www.datos.gov.co/dataset/k9yx-fj24,
Entidades Oficiales del Municipio de Cuitiva,Social,Alcaldía de Cuitiva,10466,10,0,0,https://www.datos.gov.co/dataset/f4fv-29c2,
Madres Lideres de Mas Familias en Accion del Municipio de Cumaral,Social,Alcaldía de Cumaral,51531,53,0,0,https://www.datos.gov.co/dataset/kyjy-mgc3,
Presidentes Junta de Accion Comunal del Municipio,Social,Alcaldía de Cumaral,51532,20,0,0,https://www.datos.gov.co/dataset/3qij-ajjs,
Resguardos indigenas municipio de Cumaribo  ,Cultural,Alcaldía de Cumaribo,10499,30,0,0,https://www.datos.gov.co/dataset/xqzk-ghgw,
Presidentes juntas alcaldia Cunday,Social,Alcaldía de Cunday,64059,16,0,0,https://www.datos.gov.co/dataset/wc59-fdhv,
Hoteles del municipio de Curití ,Económica y Comercial,Alcaldía de Curiti,10270,9,0,0,https://www.datos.gov.co/dataset/ehc7-qfmj,
Directorio de Juntas de Accion Comunal del Municipio de Dibulla La Guajira,Social,Alcaldía de Dibulla,62424,22,0,0,https://www.datos.gov.co/dataset/mqnc-atqe,
Directorio de Funcionarios de la Alcaldia Municipal   de Distraccion  La Guajira,Social,Alcaldía de Distraccion,62573,68,0,0,https://www.datos.gov.co/dataset/rb8r-t6ux,
MATRIZ DE DATOS DEFUNCIONES DEL AÑO 2012,Social,Alcaldía de Duitama,10524,53,10,0,https://www.datos.gov.co/dataset/yqn9-xp9m,
Familias beneficiarias del proyecto Huertas casera,Agricultura y Desarrollo Rural,Alcaldía de el Calvario,144,90,0,0,https://www.datos.gov.co/dataset/a59u-9q44,
Instituciones educativas de El Carmen de Chucuri ,Educación,Alcaldía de El Carmen de Chucuri,10303,27,2,0,https://www.datos.gov.co/dataset/quun-squf,
Vias de El Carmen de Chucurí ,Económica y Comercial,Alcaldía de El Carmen de Chucuri,203,69,4,0,https://www.datos.gov.co/dataset/nxja-jap7,
Base de datos beneficiarios Colombia mayor. ,Función Pública,Alcaldía de el Castillo,141,204,0,0,https://www.datos.gov.co/dataset/9ssf-i6c5,
Producción agricola Municipio de El Cocuy ,Agricultura y Desarrollo Rural,Alcaldía de El Cocuy,10467,31,1,0,https://www.datos.gov.co/dataset/mqpq-vmjm,
Casos Reportados de Violencia Intrafamiliar,Estadísticas,Alcaldia de El Doncello,63968,390,11,7,https://www.datos.gov.co/dataset/5eue-92qa,
Asociaciones del Municipio de El Dorado Meta,Social,Alcaldía de El Dorado Meta,51616,35,0,0,https://www.datos.gov.co/dataset/s6h3-c2gm,
Directorio de Presidentes de Juntas de Acción Comunal del municipio El Dorado Meta,Social,Alcaldía de El Dorado Meta,51615,27,0,0,https://www.datos.gov.co/dataset/jpur-78mq,
Estudiantes matriculados conv. Unillanos El Dorado,Educación,Alcaldía de El Dorado Meta,147,51,7,1,https://www.datos.gov.co/dataset/7chr-tx6j,
Producción agricola Municipio de El Espino ,Agricultura y Desarrollo Rural,Alcaldía de el Espino,10231,58,4,0,https://www.datos.gov.co/dataset/bfip-tfqn,
Sitios de interés del municipio de El Guacamayo ,Económica y Comercial,Alcaldía de El Guacamayo,10328,10,0,0,https://www.datos.gov.co/dataset/syzh-6m7v,
Directorio de presidentes de juntas de acciones comunales de barrios del municipio de El Molino-la Guajira,Social,Alcaldía de el Molino,62719,15,0,0,https://www.datos.gov.co/dataset/n5cn-upyj,
Directorio de presidentes de juntas de acciones comunales de las veredas del municipio de El Molino-la Guajira,Social,Alcaldía de el Molino,62716,4,0,0,https://www.datos.gov.co/dataset/ribc-k6cm,
Directorio de barrios y veredas del municipio de El Molino-la Guajira,Social,Alcaldía de el Molino,62690,26,0,0,https://www.datos.gov.co/dataset/x9ay-vrnq,
Distribución cultivos agricolas del Palmar,Agricultura y Desarrollo Rural,Alcaldía de El Palmar,10361,77,0,0,https://www.datos.gov.co/dataset/vg6j-ti3y,
Instituciones educativas en El Peñon,Educación,Alcaldía de El Penon,10278,26,0,0,https://www.datos.gov.co/dataset/jh6v-jpqn,
Instituciones educativas de El Playon,Educación,Alcaldía de El Playon,10302,15,0,0,https://www.datos.gov.co/dataset/ythu-ie44,
Regimen en Salud El Tambo Cauca,Salud,Alcaldía de el Tambo,63951,67,1,0,https://www.datos.gov.co/dataset/izvv-p65g,
Plan_de_aquisición_El_Tambo,Finanzas,Alcaldía de el Tambo,74301,9,0,0,https://www.datos.gov.co/dataset/vd9b-jjgp,
Plan_de_Adquisición_2016,Contratación Pública,Alcaldía de el Tambo,74299,11,0,0,https://www.datos.gov.co/dataset/4rkt-mx6n,
Directorio de Instituciones Educativas Oficiales del Departamento de XXXX,Social,Alcaldía de el Tambo,51518,50,2,0,https://www.datos.gov.co/dataset/2x8p-r2xr,
"Estados de Actividad Financiera, Economica, Social",Finanzas,Alcaldía de el Tambo,63948,28,0,0,https://www.datos.gov.co/dataset/a4c4-5ygz,
Información Contraloria General de Caldas,Función Pública,CGDC,64126,20,0,0,https://www.datos.gov.co/dataset/mqaf-q2rn,
BALANCE GENERAL DE EL TAMBO CAUCA A JUNIO 2015,Finanzas,Alcaldía de el Tambo,63695,36,0,0,https://www.datos.gov.co/dataset/fh9p-jehx,
BASE DE DATOS EPS-S DEL MUNICIPIO DE EL ZULIA,Salud,Alcaldía de el Zulia,74639,84,1,0,https://www.datos.gov.co/dataset/m58h-vm36,
Sitios turisticos del municipio de Encino ,Cultural,Alcaldía de Encino,10272,62,0,0,https://www.datos.gov.co/dataset/dduz-iyfv,
INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE ENCISO,Educación,Alcaldía de Enciso,10446,8,0,0,https://www.datos.gov.co/dataset/nsmz-wbg5,
Patrón de Ocupación y Calidad Habitacional Urbano (Población Sisbenizada),Social,Alcaldía de Envigado,51370,1391,12,2,https://www.datos.gov.co/dataset/np3s-diww,
Tarifa_Servicio_Transporte_Público_Municipal,Movilidad y Transporte,Alcaldia de Firavitoba,64532,60,3,0,https://www.datos.gov.co/dataset/7btp-wjb5,
campos deportivos del municipio de Firavitoba,Cultural,Alcaldía de Firavitoba,10445,288,2,1,https://www.datos.gov.co/dataset/ysti-6sj4,
Directorio ASOPESFLAN (Asociacion Municiapl de  pescadores Artesanales) en Flandes-Tolima,Agricultura y Desarrollo Rural,Alcaldía de Flandes,62674,469,5,4,https://www.datos.gov.co/dataset/kn4g-3pef,
Directorio De Establecimientos en Flandes-Tolima,Económica y Comercial,Alcaldía de Flandes,62688,8723,4,6,https://www.datos.gov.co/dataset/qr3d-rx38,
Generalidades Flandes-Tolima,Geografía,Alcaldía de Flandes,62775,112,0,3,https://www.datos.gov.co/dataset/sw7y-8q4d,
Directorio de Instituciones Educativas Oficiales del Municipio de Flandes-Tolima,Educación,Alcaldía de Flandes,62656,931,0,11,https://www.datos.gov.co/dataset/e7a5-6axj,
Listado Conjuntos y Urbanizacion en Flandes-Tolima,Económica y Comercial,Alcaldía de Flandes,62997,315,1,17,https://www.datos.gov.co/dataset/fisz-2399,
Descripción Salud en Flandes-Tolima,Salud,Alcaldía de Flandes,62672,232,0,0,https://www.datos.gov.co/dataset/jk4v-jk53,
CADENAS PRODUCTIVAS DE FLORESTA ,Agricultura y Desarrollo Rural,Alcaldía de Floresta,10440,196,4,0,https://www.datos.gov.co/dataset/peqj-896a,
Inventario patrimonial del municipio de Florián ,Geografía,Alcaldía de Florian,10279,15,0,1,https://www.datos.gov.co/dataset/v743-9t4f,
empresarios apoyados economicamente por la alcaldia para participar en feria de bogota,Económica y Comercial,Alcaldía de Floridablanca,10433,68,0,0,https://www.datos.gov.co/dataset/w7ni-nh3d,
Directorio de Funcionarios de la Alcaldia Municipal de Fonseca La Guajira,Social,Alcaldía de Fonseca,62811,90,0,0,https://www.datos.gov.co/dataset/7h8w-xaru,
Directorio de Presidentes de Juntas de Accion Comunal del Municipio de Fonseca La Guajira,Social,Alcaldía de Fonseca,62810,66,0,0,https://www.datos.gov.co/dataset/ri2r-b7jg,
